year,journal,title_length,cites
2009,Journal of Organic Chemistry,91,88
2009,Artificial Intelligence,121,88
2009,Expert Systems with Applications,78,88
2009,Neurobiology of Disease,129,88
2009,Plant Cell,94,88
2009,Cancer Research,100,88
2009,MNRAS,72,88
2009,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",97,88
2009,Carbon,111,88
2009,Journal of animal science,104,88
2009,Brain,139,88
2009,Precambrian Research,137,88
2009,PLoS Pathogens,55,88
2009,Clinical and Experimental Allergy,87,88
2009,"Journal of Trauma - Injury, Infection and Critical Care",125,88
2009,"Journal of Speech, Language, and Hearing Research",66,88
2009,BMJ (Online),140,88
2009,Social Neuroscience,110,88
2009,Physica D: Nonlinear Phenomena,37,88
2009,Clinical Infectious Diseases,95,88
2009,Blood,116,88
2009,Journal of Cell Biology,71,88
2009,Breast Cancer Research,109,88
2009,Journal of Photochemistry and Photobiology A: Chemistry,119,88
2009,Living Reviews in Relativity,60,88
2009,IEEE Transactions on Automatic Control,67,88
2009,Journal of Geophysical Research: Solid Earth,94,88
2009,CrystEngComm,145,88
2009,Environmental and Resource Economics,99,88
2009,BioScience,80,88
2009,Journal of Clinical Microbiology,158,88
2009,Genes and Development,89,88
2009,Nature Physics,17,88
2009,Analytical and Bioanalytical Chemistry,41,88
2009,Heart,82,88
2009,FEMS Microbiology Ecology,65,88
2009,Clinical Endocrinology,70,88
2009,Annals of Surgical Oncology,134,88
2009,Renewable Energy,139,88
2009,Corrosion Science,54,88
2009,Clinical Chemistry,134,88
2009,Journal of Information Technology,68,88
2009,Addiction,158,88
2009,Expert Systems with Applications,72,88
2009,Nursing Education Perspectives,105,88
2009,Nature Genetics,75,88
2009,Annals of Oncology,83,88
2009,ACS Nano,108,88
2009,Applied Physics Letters,69,88
2009,Cell Host and Microbe,73,88
2009,Journal of Experimental Medicine,106,88
2009,Optics Express,85,88
2009,IEEE Photonics Technology Letters,81,88
2009,Carbohydrate Polymers,172,88
2009,PNAS,100,88
2009,Chemistry - A European Journal,64,88
2009,Langmuir,100,88
2009,Journal of Business Research,53,88
2009,Journal of the American Dietetic Association,65,88
2009,Journal of Finance,77,88
2009,Geochimica et Cosmochimica Acta,72,88
2009,Clinical Infectious Diseases,133,88
2009,European Physical Journal C,149,88
2009,Atherosclerosis,149,88
2009,European Respiratory Journal,84,88
2009,Cyberpsychology and Behavior,70,88
2009,Cancer,73,88
2009,Journal of Proteome Research,82,88
2009,Planning Theory,87,88
2009,Neuropsychopharmacology,93,88
2009,Biomaterials,133,88
2009,Nature Medicine,124,88
2009,Trends in Molecular Medicine,55,88
2009,Journal of Solid State Chemistry,86,88
2009,Carbon,78,88
2009,Journal of Gastroenterology and Hepatology (Australia),134,88
2009,Cerebral Cortex,36,88
2009,PLoS Pathogens,104,88
2009,Journal of the American Dietetic Association,106,88
2009,Journal of the American Society of Nephrology,79,88
2009,Journal of Materials Processing Technology,42,88
2009,Environmental Microbiology,119,88
2009,Arthritis and Rheumatism,85,88
2009,AIDS,83,88
2009,Chemistry - A European Journal,43,88
2009,Obesity,72,88
2009,Angew Chem Int Ed,90,88
2009,Journal of Neuroscience,69,88
2009,Angew Chem Int Ed,125,88
2009,Angew Chem Int Ed,34,88
2009,Analytica Chimica Acta,208,88
2009,Earth and Planetary Science Letters,62,88
2009,EMBO Journal,92,88
2009,Phys Rev Lett,90,88
2009,Nature Physics,123,88
2009,Epidemiology and Infection,88,88
2009,Breast Cancer Research and Treatment,123,88
2009,Neuropsychopharmacology,81,88
2009,Biosensors and Bioelectronics,145,88
2009,Nature,86,88
2009,Government Information Quarterly,102,88
2009,Arthritis and Rheumatism,151,88
2009,Journal of Machine Learning Research,45,88
2009,Journal of Engineering Education,78,88
2009,Journal of Allergy and Clinical Immunology,101,88
2009,Progress in Cardiovascular Diseases,96,88
2009,Atherosclerosis,121,88
2009,Journal of Cataract and Refractive Surgery,57,88
2009,Nature Materials,67,88
2009,Acta Biomaterialia,106,88
2009,Journal of Shoulder and Elbow Surgery,131,88
2009,European Physical Journal C,155,88
2009,Organic Letters,247,88
2009,Journal of Supercritical Fluids,58,88
2009,Journal of Pediatric Surgery,123,88
2009,Molecules,99,88
2009,Trends in Cognitive Sciences,39,88
2009,Infection and Immunity,95,88
2009,Acta Materialia,167,88
2009,J Am Coll Cardiol,271,87
2009,Journal of Chromatography A,90,87
2009,PNAS,91,87
2009,Inorganic Chemistry,158,87
2009,PNAS,104,87
2009,PNAS,76,87
2009,PNAS,76,87
2009,JAMA,47,87
2009,Journal of Neuroscience,112,87
2009,British Journal of Anaesthesia,111,87
2009,Advanced Materials,100,87
2009,J Am Chem Soc,85,87
2009,Nano Lett,90,87
2009,Cancer Cell,131,87
2009,Pain,149,87
2009,Analytical Chemistry,76,87
2009,IEEE Journal on Selected Topics in Signal Processing,87,87
2009,Molecular Cancer Therapeutics,74,87
2009,IEEE Electron Device Letters,72,87
2009,PLoS Genetics,72,87
2009,Investigative Ophthalmology and Visual Science,58,87
2009,Lithos,165,87
2009,Journal of Allergy and Clinical Immunology,85,87
2009,Pervasive and Mobile Computing,80,87
2009,Seminars in Oncology,125,87
2009,Chem Comm,139,87
2009,Population and Development Review,34,87
2009,Applied Physics Letters,71,87
2009,Journal of the American Society of Nephrology,71,87
2009,Drug Metabolism and Disposition,105,87
2009,Eurographics Symposium on Geometry Processing,80,87
2009,Diabetes Technology and Therapeutics,106,87
2009,Psychoneuroendocrinology,94,87
2009,Journal of Cell Science,78,87
2009,J Am Chem Soc,59,87
2009,Hepatology,118,87
2009,Hepatology,95,87
2009,PNAS,131,87
2009,Angew Chem Int Ed,77,87
2009,Nucleic Acids Research,62,87
2009,Journal of Neuroscience,130,87
2009,Journal of Neuroscience,119,87
2009,Blood,137,87
2009,Blood,128,87
2009,PNAS,114,87
2009,Arthritis Care and Research,83,87
2009,Nature,47,87
2009,PNAS,43,87
2009,Journal of the Electrochemical Society,71,87
2009,Journal of Micromechanics and Microengineering,86,87
2009,Nature Immunology,106,87
2009,Cell Metabolism,79,87
2009,British Food Journal,59,87
2009,IEEE Transactions on Communications,104,87
2009,Journal of Computational Physics,70,87
2009,Landscape Ecology,107,87
2009,Canadian Journal of Anesthesia,106,87
2009,Analytical and Bioanalytical Chemistry,176,87
2009,Urology,119,87
2009,Computers and Industrial Engineering,74,87
2009,Intensive Care Medicine,94,87
2009,American Journal of Ophthalmology,91,87
2009,Nature Medicine,112,87
2009,Solar Energy Materials and Solar Cells,167,87
2009,Plant Cell,159,87
2009,Science,45,87
2009,Macromolecules,86,87
2009,Journal of Applied Physics,79,87
2009,IEEE Journal of Oceanic Engineering,58,87
2009,Journal of Climate,60,87
2009,Development,79,87
2009,PNAS,136,87
2009,IEEE Transactions on Industrial Electronics,84,87
2009,Journal of Physical Chemistry B,101,87
2009,Science Translational Medicine,132,87
2009,Inflammatory Bowel Diseases,91,87
2009,Journal of Physiology,115,87
2009,European Physical Journal C,90,87
2009,Energy Conversion and Management,44,87
2009,Hypertension,183,87
2009,Trends in Plant Science,64,87
2009,MNRAS,79,87
2009,Chemical Society Reviews,47,87
2009,Science,89,87
2009,Angew Chem Int Ed,110,87
2009,Journal of Applied Crystallography,72,87
2009,Journal of Pharmacology and Experimental Therapeutics,104,87
2009,PLoS ONE,75,87
2009,J Am Chem Soc,191,87
2009,Developmental Cell,95,87
2009,PNAS,64,87
2009,Journal of the Electrochemical Society,105,87
2009,Advanced Materials,61,87
2009,Small,108,87
2009,Cell,113,87
2009,Journal of Experimental Botany,157,87
2009,International Journal of Obesity,104,87
2009,New Phytologist,72,87
2009,Reproduction,121,87
2009,Remote Sensing of Environment,75,87
2009,Nature Photonics,90,87
2009,Gastroenterology,118,87
2009,Biological Psychiatry,113,87
2009,Energy,91,87
2009,Journal of Pathology,147,87
2009,Pflugers Archiv European Journal of Physiology,44,87
2009,American Journal of Sociology,50,87
2009,Molecular Cell,111,87
2009,Journal of Antimicrobial Chemotherapy,120,87
2009,Molecular BioSystems,108,87
2009,IEEE Transactions on Pattern Analysis and Machine Intelligence,48,87
2009,Plasma Sources Science and Technology,85,87
2009,Global Change Biology,156,87
2009,British Journal of Cancer,107,87
2009,Small,98,87
2009,Science,71,87
2009,Optics Express,119,87
2009,Science,96,87
2009,Journal of Hazardous Materials,88,87
2009,BMC Biology,142,87
2009,Astrophys J,52,87
2009,Physical Review C - Nuclear Physics,116,87
2009,Langmuir,60,87
2009,Journal of Marketing Research,95,87
2009,Journal of Developmental and Behavioral Pediatrics,59,87
2009,Genetics,126,87
2009,FASEB Journal,103,87
2009,Journal of Finance,32,87
2009,Emerging Infectious Diseases,81,87
2009,Journal of the American Society for Mass Spectrometry,85,87
2009,American Naturalist,86,87
2009,NeuroImage,97,87
2009,Energy and Buildings,52,87
2009,Human Pathology,150,87
2009,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,88,87
2009,Journal of Abnormal Psychology,147,87
2009,Gut,95,87
2009,PNAS,99,87
2009,PNAS,127,87
2009,PLoS ONE,142,87
2009,BMC Ecology,118,87
2009,Nature Reviews Drug Discovery,79,87
2009,Journal of High Energy Physics,69,87
2009,Journal of Clinical Dentistry,97,87
2009,Clinical Cancer Research,76,87
2009,Earth and Planetary Science Letters,77,87
2009,JAMA,66,87
2009,Brain Research,120,87
2009,BMC Bioinformatics,89,87
2009,Science,88,87
2009,Statistics in Medicine,51,87
2009,Journal of Biological Chemistry,105,87
2009,Organic and Biomolecular Chemistry,78,87
2009,Cognition,76,87
2009,Mechanical Systems and Signal Processing,94,87
2009,Infection Control and Hospital Epidemiology,128,87
2009,Diabetologia,115,87
2009,Environmental Science and Technology,137,87
2009,Journal of Number Theory,34,87
2009,Journal of Psychosomatic Research,123,87
2009,Evolution,109,87
2009,Plant Physiology,101,87
2009,Circulation,142,87
2009,Journal of Ecology,88,87
2009,Epilepsia,98,87
2009,Journal of Physical Chemistry B,93,87
2009,Journal of Alloys and Compounds,83,87
2009,Hepatology,96,87
2009,J Am Chem Soc,215,87
2009,Advanced Functional Materials,135,87
2009,PNAS,129,87
2009,Nature Methods,101,87
2009,Nature,81,87
2009,J Phys Chem C,113,87
2009,IEEE Transactions on Energy Conversion,78,87
2009,Journal of Cell Science,31,87
2009,Astrophys J,84,87
2009,"Knee Surgery, Sports Traumatology, Arthroscopy",176,87
2009,Medical Physics,106,87
2009,Neurology,105,87
2009,Biomacromolecules,83,87
2009,IEEE Journal on Selected Topics in Quantum Electronics,111,87
2009,International Journal of Pharmaceutics,87,87
2009,Applied and Environmental Microbiology,89,87
2009,Transactions of the Institute of Measurement and Control,79,87
2009,Journal of Nutrition,104,87
2009,Fertility and Sterility,82,87
2009,Arthritis and Rheumatism,112,87
2009,IEEE Transactions on Nanobioscience,67,87
2009,Journal of Biogeography,67,87
2009,World Journal of Surgery,76,87
2009,Medical Care,118,87
2009,Journal of Climate,26,87
2009,Journal of the American College of Surgeons,155,87
2009,Cancer Epidemiology Biomarkers and Prevention,89,87
2009,"Genes, Brain and Behavior",100,87
2009,Journal of Experimental Psychology: Human Perception and Performance,72,87
2009,Conservation Biology,98,87
2009,Annals of Neurology,97,87
2009,Emotion,58,87
2009,Journal of Gene Medicine,140,87
2009,Nature Cell Biology,108,87
2009,IEEE Transactions on Power Systems,23,87
2009,Journal of Physical Chemistry A,87,87
2009,Nanotechnology,97,87
2009,Science Signaling,63,87
2009,Remote Sensing of Environment,93,87
2009,Cell,115,87
2009,World Journal of Gastroenterology,115,87
2009,J Phys Chem C,60,87
2009,Cell Metabolism,85,87
2009,American Sociological Review,88,87
2009,Astrophys J,96,87
2009,IEEE Transactions on Antennas and Propagation,67,87
2009,Nature Reviews Microbiology,97,87
2009,Nature Immunology,81,87
2009,Molecular Ecology,129,87
2009,Critical Care Medicine,70,87
2009,Archives of General Psychiatry,93,87
2009,Human Brain Mapping,126,87
2009,Rangeland Ecology and Management,141,87
2009,Experimental Hematology,139,87
2009,Osteoporosis International,163,87
2009,Nature Medicine,104,87
2009,FASEB Journal,198,87
2009,Journal of Virology,89,87
2009,Astronomy and Astrophysics,83,87
2009,Automatica,104,87
2009,Current Medical Research and Opinion,161,87
2009,Corrosion Science,59,87
2009,Antimicrobial Agents and Chemotherapy,152,87
2009,Archives of Neurology,81,87
2009,ChemSusChem,79,87
2009,Phys Rev Lett,152,87
2009,Geophysical Research Letters,75,87
2009,PLoS biology,93,87
2009,Geophysical Research Letters,34,87
2009,Nucleic Acids Research,122,87
2009,Morbidity and Mortality Weekly Report,110,87
2009,Journal of Controlled Release,107,87
2009,Journal of Power Sources,62,87
2009,Journal of Organometallic Chemistry,144,87
2009,PNAS,128,87
2009,PNAS,68,87
2009,Nature Immunology,122,87
2009,Journal of Experimental Medicine,109,87
2009,J Am Chem Soc,93,87
2009,PNAS,42,87
2009,Annals of Oncology,170,87
2009,Proceedings of the Royal Society B: Biological Sciences,135,87
2009,Chemistry - A European Journal,94,87
2009,"Sensors and Actuators, B: Chemical",114,87
2009,Ecology,70,87
2009,Automatica,82,87
2009,Journal of Financial and Quantitative Analysis,76,87
2009,Human Brain Mapping,124,87
2009,Journal of Hepatology,149,87
2009,IEEE Transactions on Magnetics,77,87
2009,Biomaterials,83,87
2009,Current Directions in Psychological Science,80,87
2009,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,73,87
2009,Weather and Forecasting,56,87
2009,Plant Cell,135,87
2009,Brain Stimulation,69,87
2009,Cancer Epidemiology Biomarkers and Prevention,53,87
2009,Environmental Pollution,106,87
2009,Research in Autism Spectrum Disorders,111,87
2009,PNAS,118,87
2009,J Phys Chem C,107,87
2009,Breast Cancer Research,96,87
2009,Journal of Biological Chemistry,131,87
2009,J Phys Chem C,92,87
2009,Blood,52,87
2009,Journal of Experimental Medicine,86,87
2009,IEEE Transactions on Power Electronics,80,87
2009,Journal of Neuroscience,89,87
2009,IEEE Transactions on Communications,104,87
2009,Global Change Biology,72,87
2009,Journal of Biological Chemistry,141,87
2009,J Am Chem Soc,134,87
2009,PNAS,128,87
2009,Annals of Internal Medicine,117,87
2009,Inorganic Chemistry,157,87
2009,Molecular Pharmacology,142,87
2009,Gastroenterology,117,87
2009,Energy Economics,85,87
2009,Annals of Surgical Oncology,99,87
2009,Environmental Science and Technology,67,87
2009,Critical Reviews in Food Science and Nutrition,43,87
2009,Drug Metabolism and Disposition,145,87
2009,Acta Materialia,94,87
2009,Investigative Ophthalmology and Visual Science,127,87
2009,Applied Energy,122,87
2009,Energy Economics,86,87
2009,Journal of Genetics and Genomics,66,87
2009,Plant Cell,118,87
2009,Educational Researcher,118,87
2009,Applied Energy,68,87
2009,IEEE Transactions on Geoscience and Remote Sensing,84,87
2009,Journal of Cataract and Refractive Surgery,105,87
2009,American Naturalist,53,87
2009,Journal of Clinical Endocrinology and Metabolism,97,87
2009,American Journal of Respiratory Cell and Molecular Biology,89,87
2009,Management Science,78,87
2009,Astronomy and Astrophysics Review,57,87
2009,Applied and Environmental Microbiology,87,87
2009,MNRAS,49,87
2009,Environmental Health Perspectives,82,87
2009,PNAS,94,87
2009,Science,95,87
2009,J Phys Chem C,90,87
2009,Organic Letters,58,87
2009,Accounts of Chemical Research,98,87
2009,Angew Chem Int Ed,69,87
2009,Genes and Development,120,87
2009,Physics Today,55,87
2009,Oncogene,133,87
2009,Tetrahedron Letters,198,87
2009,Advanced Materials,111,87
2009,Small,161,87
2009,Industrial and Engineering Chemistry Research,42,87
2009,J Am Chem Soc,83,87
2009,Journal of Neuroscience,148,87
2009,American Journal of Medicine,75,87
2009,PNAS,74,87
2009,Nature Structural and Molecular Biology,83,87
2009,Tobacco Control,98,87
2009,Precambrian Research,175,87
2009,Journal of Clinical Microbiology,70,87
2009,Construction and Building Materials,98,87
2009,Cancer Research,66,87
2009,Bioorganic and Medicinal Chemistry Letters,46,87
2009,Diabetic Medicine,107,87
2009,Comptes Rendus - Geoscience,60,87
2009,Plant Journal,139,87
2009,American Journal of Clinical Nutrition,126,87
2009,Diabetes Technology and Therapeutics,138,87
2009,Journal of Virology,129,87
2009,Electrochemistry Communications,142,87
2009,American Journal of Public Health,103,87
2009,American Journal of Neuroradiology,109,87
2009,Am J Respir Crit Care Med,108,87
2009,J Phys Chem C,151,87
2009,Cell,86,87
2009,Science,94,87
2009,J Am Chem Soc,101,87
2009,Neurology,99,87
2009,Developmental Cell,116,87
2009,Astrophys J,51,87
2009,Journal of Power Sources,127,87
2009,Journal of Hazardous Materials,73,87
2009,Macromolecules,111,87
2009,PNAS,119,87
2009,European Radiology,104,87
2009,Advanced Materials,91,87
2009,Phys Rev Lett,79,87
2009,Journal of Biological Chemistry,134,87
2009,Nucleic Acids Research,62,87
2009,Journal of Medicinal Chemistry,79,87
2009,Cell Metabolism,98,87
2009,J Am Coll Cardiol,151,87
2009,J Am Coll Cardiol,123,87
2009,American Journal of Clinical Nutrition,47,87
2009,Stem Cells,151,87
2009,Journal of Child Psychology and Psychiatry and Allied Disciplines,77,87
2009,Gut,132,87
2009,Annals of Thoracic Surgery,87,87
2009,Oxford Economic Papers,53,87
2009,Plant Physiology,107,87
2009,Automatica,71,87
2009,Chemical Engineering Journal,136,87
2009,Brain,200,87
2009,Health Affairs,110,87
2009,Digital Signal Processing: A Review Journal,96,87
2009,Climate Dynamics,104,87
2009,Computers and Operations Research,92,87
2009,Chemical Society Reviews,126,87
2009,IEEE Transactions on Robotics,44,87
2009,Biomedical Microdevices,74,87
2009,British Journal of Nutrition,190,87
2009,Health Affairs,64,87
2009,Science of the Total Environment,171,87
2009,Gut,116,87
2009,Nuclear Fusion,34,87
2009,Stem Cells and Development,64,87
2009,Journal of the American Society for Information Science and Technology,56,87
2009,Clinical Cancer Research,52,87
2009,Media Psychology,68,87
2009,Reviews in Fish Biology and Fisheries,126,87
2009,Carbon,160,87
2009,New Eng J Med,64,86
2009,Cancer Letters,107,86
2009,PNAS,86,86
2009,"Phys Rev D",48,86
2009,J Am Coll Cardiol,126,86
2009,Green Chemistry,100,86
2009,Archives of Internal Medicine,53,86
2009,Journal of Cell Biology,94,86
2009,Journal of Biological Chemistry,135,86
2009,Journal of Physical Chemistry A,51,86
2009,Structure,60,86
2009,Journal of Personality and Social Psychology,89,86
2009,Nature Cell Biology,113,86
2009,Climate of the Past,75,86
2009,J Phys Chem C,105,86
2009,Climate of the Past,51,86
2009,IEEE Transactions on Circuits and Systems I: Regular Papers,69,86
2009,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,77,86
2009,Circulation,95,86
2009,Archives of Neurology,63,86
2009,Nanoscale,112,86
2009,Hypertension,102,86
2009,MIT Sloan Management Review,51,86
2009,Journal of the American Society of Nephrology,77,86
2009,IEEE Transactions on Information Theory,91,86
2009,Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology,39,86
2009,Journal of the American Geriatrics Society,162,86
2009,Astrophys J,33,86
2009,Astrophys J,76,86
2009,Transportation Research Part D: Transport and Environment,88,86
2009,Acta Petrologica Sinica,120,86
2009,PNAS,121,86
2009,Endocrinology,114,86
2009,Marine Ecology Progress Series,76,86
2009,IEEE Electron Device Letters,88,86
2009,Journal of Membrane Science,118,86
2009,Journal of Neural Engineering,84,86
2009,Biological Psychiatry,70,86
2009,Astrophys J,181,86
2009,Science,72,86
2009,J Am Chem Soc,36,86
2009,Nature,86,86
2009,Journal of Neural Engineering,55,86
2009,Vaccine,106,86
2009,American Journal of Human Genetics,87,86
2009,Advanced Materials,78,86
2009,Progress in Neuro-Psychopharmacology and Biological Psychiatry,134,86
2009,Nature,75,86
2009,Journal of Cosmology and Astroparticle Physics,66,86
2009,Genome Biology,83,86
2009,J Am Chem Soc,145,86
2009,J Clin Invest,132,86
2009,Journal of Pharmacology and Experimental Therapeutics,129,86
2009,Journal of Virology,64,86
2009,PLoS Computational Biology,79,86
2009,Journal of Thrombosis and Haemostasis,138,86
2009,Radiology,191,86
2009,Journal of Marketing,113,86
2009,British Journal of Cancer,78,86
2009,Obstetrics and Gynecology,90,86
2009,Human Brain Mapping,132,86
2009,Menopause,122,86
2009,Journal of Pharmacology and Experimental Therapeutics,155,86
2009,Circulation: Cardiovascular Imaging,96,86
2009,ISPRS Journal of Photogrammetry and Remote Sensing,67,86
2009,Physica A: Statistical Mechanics and its Applications,80,86
2009,Human Molecular Genetics,91,86
2009,Phys Rev B,78,86
2009,J Am Coll Cardiol,71,86
2009,Macromolecules,123,86
2009,PLoS ONE,89,86
2009,European Review of Social Psychology,68,86
2009,Journal of Chromatography A,105,86
2009,Foundations and Trends in Computer Graphics and Vision,44,86
2009,Cancer Research,163,86
2009,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,76,86
2009,J Am Chem Soc,145,86
2009,Journal of Neuroscience,94,86
2009,Angew Chem Int Ed,58,86
2009,Applied Optics,127,86
2009,Journal of Biological Chemistry,178,86
2009,Journal of Organic Chemistry,102,86
2009,Journal of Climate,137,86
2009,Human Brain Mapping,70,86
2009,Acta Materialia,89,86
2009,Neoplasia,64,86
2009,PLoS Biology,71,86
2009,Cornea,67,86
2009,Biomaterials,75,86
2009,Genome Research,83,86
2009,Polymer Degradation and Stability,58,86
2009,Journal of Neuroscience,80,86
2009,Current Biology,93,86
2009,The Lancet,51,86
2009,Journal of Physical Chemistry A,73,86
2009,Nature Photonics,79,86
2009,Journal of Alzheimer's Disease,86,86
2009,J Clin Oncol,135,86
2009,Journal of Colloid and Interface Science,84,86
2009,PNAS,102,86
2009,Journal of Immunology,93,86
2009,Developmental Cell,64,86
2009,Journal of Infectious Diseases,98,86
2009,Archives of Internal Medicine,61,86
2009,New Eng J Med,50,86
2009,Structure,55,86
2009,Nano Lett,32,86
2009,"Astrophys J, Supplement Series",75,86
2009,Journal of Power Sources,97,86
2009,DNA Repair,45,86
2009,Journal of Neuroscience,73,86
2009,Acta Biomaterialia,123,86
2009,International Journal of Approximate Reasoning,77,86
2009,American Journal of Pathology,109,86
2009,Expert Systems with Applications,42,86
2009,Diabetes,180,86
2009,Archives of Neurology,90,86
2009,BJOG: An International Journal of Obstetrics and Gynaecology,88,86
2009,European Urology,141,86
2009,Journal of Allergy and Clinical Immunology,101,86
2009,Neurology,84,86
2009,Pediatric Research,97,86
2009,Data and Knowledge Engineering,34,86
2009,European Journal of Cancer,112,86
2009,J Clin Invest,131,86
2009,Annual Review of Phytopathology,29,86
2009,Clinical Microbiology and Infection,138,86
2009,Chemical Physics Letters,84,86
2009,J Am Chem Soc,77,86
2009,Neuroscience Letters,99,86
2009,Drug Safety,129,86
2009,New Eng J Med,71,86
2009,Progress in Human Geography,49,86
2009,Geofluids,118,86
2009,Analytical Chemistry,79,86
2009,Biotechnology and Bioengineering,44,86
2009,Circulation,60,86
2009,Current Biology,111,86
2009,Journal of Cell Biology,90,86
2009,Macromolecular Chemistry and Physics,112,86
2009,PLoS ONE,63,86
2009,Phys Rev Lett,67,86
2009,Corrosion Science,67,86
2009,Economic Geology,164,86
2009,Journal of Pathology,118,86
2009,Human Brain Mapping,71,86
2009,Prostaglandins Leukotrienes and Essential Fatty Acids,160,86
2009,Journal of Operations Management,107,86
2009,Molecular Cancer Research,77,86
2009,Clinical Chemistry,132,86
2009,Nature Nanotechnology,96,86
2009,Thrombosis and Haemostasis,103,86
2009,Journal of Molecular and Cellular Cardiology,65,86
2009,Cancer,142,86
2009,Journal of Educational Psychology,94,86
2009,Progress in Neuro-Psychopharmacology and Biological Psychiatry,113,86
2009,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",71,86
2009,Journal of Virology,122,86
2009,American Journal of Pathology,134,86
2009,IEEE Transactions on Parallel and Distributed Systems,79,86
2009,Langmuir,127,86
2009,Angew Chem Int Ed,95,86
2009,Nature,92,86
2009,JAMA,34,86
2009,Analytical Chemistry,115,86
2009,Catalysis Today,75,86
2009,PNAS,96,86
2009,Journal of Biological Chemistry,68,86
2009,Nuclear Fusion,46,86
2009,Reliability Engineering and System Safety,51,86
2009,Journal of Personality and Social Psychology,121,86
2009,Neurobiology of Aging,134,86
2009,Grasas y Aceites,100,86
2009,International Journal of Eating Disorders,63,86
2009,Endocrinology,104,86
2009,Frontiers in Neuroendocrinology,62,86
2009,Alcoholism: Clinical and Experimental Research,59,86
2009,PLoS Pathogens,104,86
2009,PNAS,79,86
2009,Angew Chem Int Ed,143,86
2009,Influenza and other Respiratory Viruses,110,86
2009,J Phys Chem C,86,86
2009,Optics Express,99,86
2009,Vaccine,161,86
2009,J Am Chem Soc,113,86
2009,Nature Protocols,32,86
2009,Free Radical Biology and Medicine,105,86
2009,Journal of Immunology,120,86
2009,International Journal of Solids and Structures,68,86
2009,Analytical Chemistry,112,86
2009,Chemical Engineering Science,52,86
2009,Astrophys J,94,86
2009,Neuron,92,86
2009,Nano Lett,66,86
2009,Hernia,63,86
2009,Journal of Organic Chemistry,128,86
2009,Functional Ecology,61,86
2009,Clinical Therapeutics,260,86
2009,Gut,85,86
2009,Plant Physiology,112,86
2009,European Respiratory Journal,113,86
2009,Plant and Cell Physiology,116,86
2009,New Media and Society,136,86
2009,Human Resource Management Review,63,86
2009,Composite Structures,61,86
2009,Journal of Hepatology,135,86
2009,Hippocampus,138,86
2009,Environmental Microbiology,86,86
2009,European Physical Journal C,49,86
2009,Theoretical and Computational Fluid Dynamics,98,86
2009,International Journal of Pattern Recognition and Artificial Intelligence,43,86
2009,"Nanomedicine: Nanotechnology, Biology, and Medicine",88,86
2009,PLoS Biology,56,86
2009,Nature Nanotechnology,92,86
2009,Journal of Neurophysiology,121,86
2009,Cell Research,112,86
2009,Journal of Endovascular Therapy,113,86
2009,Journal of Clinical Endocrinology and Metabolism,92,86
2009,Development,85,86
2009,Science,91,86
2009,Science,76,86
2009,Nucleic Acids Research,102,86
2009,Nature,51,86
2009,Phys Rev Lett,84,86
2009,Analytical Chemistry,158,86
2009,Free Radical Biology and Medicine,108,86
2009,Geochimica et Cosmochimica Acta,142,86
2009,Ecological Economics,68,86
2009,J Am Chem Soc,58,86
2009,J Am Chem Soc,125,86
2009,Journal of the Electrochemical Society,116,86
2009,IEEE Transactions on Fuzzy Systems,64,86
2009,Cell Stem Cell,64,86
2009,The Lancet,106,86
2009,PNAS,93,86
2009,European Journal of Organic Chemistry,46,86
2009,Global Environmental Change,101,86
2009,Virus Research,161,86
2009,Journal of Pharmacology and Experimental Therapeutics,98,86
2009,Anesthesiology,159,86
2009,Bioresource Technology,97,86
2009,Experimental Hematology,63,86
2009,Infection and Immunity,114,86
2009,Journal of Gastroenterology and Hepatology (Australia),106,86
2009,Kidney International,40,86
2009,Schizophrenia Bulletin,141,86
2009,Nephrology Dialysis Transplantation,111,86
2009,Neurobiology of Aging,80,86
2009,Journal of Cellular Biochemistry,37,86
2009,Endocrinology,123,86
2009,British Journal of Dermatology,153,86
2009,Endocrinology,165,86
2009,Applied Catalysis A: General,77,86
2009,Nature Nanotechnology,97,86
2009,Endocrinology,66,86
2009,Psychiatry Research,110,86
2009,Chemical and Pharmaceutical Bulletin,89,86
2009,Circulation,189,86
2009,PNAS,89,86
2009,Chemistry - A European Journal,68,86
2009,"Sensors and Actuators, B: Chemical",41,86
2009,EMBO Journal,86,86
2009,PNAS,57,86
2009,Circulation,56,86
2009,Cell,101,86
2009,Environmental Science and Technology,91,86
2009,Ecological Economics,78,86
2009,PLoS ONE,151,86
2009,Measurement Science and Technology,57,86
2009,IEEE Journal on Selected Topics in Signal Processing,67,86
2009,Cell,83,86
2009,Organic Letters,70,86
2009,Bioresource Technology,120,86
2009,Molecular Psychiatry,75,86
2009,Archives of General Psychiatry,107,86
2009,American Journal of Tropical Medicine and Hygiene,82,86
2009,"Phys Rev D",80,86
2009,European Journal of Organic Chemistry,73,86
2009,Lithos,78,86
